state,district,financial_year,metric,value,unit,source_url,notes
Haryana,Jind,2018-19,crm_subsidy_target_reversible_mb_plough,56.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_machines_target_rotary_slasher,15,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_subsidy_target_rotary_slasher,3.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_machines_target_zero_till_seed_drill,70,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_subsidy_target_zero_till_seed_drill,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_machines_target_rotavator,35,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_subsidy_target_rotavator,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_machines_target_total,403,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jind,2018-19,crm_subsidy_target_total,292.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_machines_target_super_straw_management_system_sms,20,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_subsidy_target_super_straw_management_system_sms,14.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_machines_target_happy_seeder,100,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_subsidy_target_happy_seeder,67.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_machines_target_paddy_straw_chopper_shredder_mulcher,80,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_subsidy_target_paddy_straw_chopper_shredder_mulcher,100.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_machines_target_shrub_master_cutter_cum_spreader,10,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_subsidy_target_shrub_master_cutter_cum_spreader,2.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_machines_target_reversible_mb_plough,50,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_subsidy_target_reversible_mb_plough,56.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_machines_target_rotary_slasher,10,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_subsidy_target_rotary_slasher,2.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_machines_target_zero_till_seed_drill,70,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_subsidy_target_zero_till_seed_drill,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_machines_target_rotavator,35,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_subsidy_target_rotavator,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_machines_target_total,375,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Rohtak,2018-19,crm_subsidy_target_total,277.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_machines_target_super_straw_management_system_sms,20,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_subsidy_target_super_straw_management_system_sms,14.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_machines_target_happy_seeder,100,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_subsidy_target_happy_seeder,67.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_machines_target_paddy_straw_chopper_shredder_mulcher,80,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_subsidy_target_paddy_straw_chopper_shredder_mulcher,100.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_machines_target_shrub_master_cutter_cum_spreader,10,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_subsidy_target_shrub_master_cutter_cum_spreader,2.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_machines_target_reversible_mb_plough,50,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_subsidy_target_reversible_mb_plough,56.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_machines_target_rotary_slasher,12,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_subsidy_target_rotary_slasher,2.4,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_machines_target_zero_till_seed_drill,70,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_subsidy_target_zero_till_seed_drill,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_machines_target_rotavator,35,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_subsidy_target_rotavator,17.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_machines_target_total,377,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Jhajjar,2018-19,crm_subsidy_target_total,277.65,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_machines_target_super_straw_management_system_sms,10,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_subsidy_target_super_straw_management_system_sms,7.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_machines_target_happy_seeder,50,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_subsidy_target_happy_seeder,33.75,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_machines_target_paddy_straw_chopper_shredder_mulcher,30,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_subsidy_target_paddy_straw_chopper_shredder_mulcher,37.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_machines_target_shrub_master_cutter_cum_spreader,5,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_subsidy_target_shrub_master_cutter_cum_spreader,1.25,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_machines_target_reversible_mb_plough,20,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_subsidy_target_reversible_mb_plough,22.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_machines_target_rotary_slasher,5,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_subsidy_target_rotary_slasher,1.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_machines_target_zero_till_seed_drill,30,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_subsidy_target_zero_till_seed_drill,7.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_machines_target_rotavator,20,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_subsidy_target_rotavator,10.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_machines_target_total,170,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Bhiwani,2018-19,crm_subsidy_target_total,120.5,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Hisar,2018-19,crm_machines_target_super_straw_management_system_sms,10,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Hisar,2018-19,crm_subsidy_target_super_straw_management_system_sms,7.0,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Hisar,2018-19,crm_machines_target_happy_seeder,50,machines,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
Haryana,Hisar,2018-19,crm_subsidy_target_happy_seeder,33.75,INR_lakh,https://web.archive.org/web/20180516224922id_/http://agriharyana.gov.in/assets/images/whatsnew/Districtwise_Targets_2018-19.pdf,"Haryana Agri Dept 'Districtwise Targets of Agricultural Implements under In-Situ Management of Crop Residue 2018-19' (individual-farmer TARGETS; Phy=machines, Fin=subsidy Rs lakh). Retrieved via Wayback Machine."
